test,base,strengthened,a100,h100,gh200
z6_3_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_12,SAT,SAT,seen,seen,seen
z6_3_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_2,SAT,SAT,seen,seen,seen
z6_3_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_ALL_FENCE,SAT,SAT,not seen,not seen,not seen
z6_3_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_0,SAT,SAT,seen,seen,seen
z6_3_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_01,SAT,SAT,not seen,not seen,not seen
z6_3_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_02,SAT,SAT,not seen,not seen,not seen
z6_3_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_1,SAT,SAT,seen,seen,seen
z6_3_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_12,SAT,SAT,seen,seen,seen
z6_3_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_2,SAT,SAT,seen,seen,seen
z6_3_TB_0_12_SCOPE_BLOCK_NO_FENCE_ACQ_REL,SAT,SAT,seen,seen,seen
z6_3_TB_0_12_SCOPE_BLOCK_NO_FENCE_RELAXED,SAT,SAT,seen,seen,seen
z6_3_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_ALL_FENCE,SAT,SAT,seen,seen,seen
z6_3_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_0,SAT,SAT,seen,seen,seen
z6_3_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_01,SAT,SAT,seen,seen,seen
z6_3_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_02,SAT,SAT,seen,seen,seen
z6_3_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_1,SAT,SAT,seen,seen,seen
z6_3_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_12,SAT,SAT,seen,seen,seen
z6_3_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_2,SAT,SAT,not seen,not seen,not seen
z6_3_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_ALL_FENCE,SAT,SAT,not seen,not seen,not seen
z6_3_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_0,SAT,SAT,not seen,not seen,not seen
z6_3_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_01,SAT,SAT,not seen,not seen,not seen
z6_3_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_02,SAT,SAT,not seen,not seen,not seen
z6_3_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_1,SAT,SAT,not seen,not seen,not seen
z6_3_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_12,SAT,SAT,not seen,not seen,not seen
z6_3_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_2,SAT,SAT,not seen,not seen,not seen
z6_3_TB_0_12_SCOPE_DEVICE_NO_FENCE_ACQ_REL,SAT,SAT,not seen,not seen,not seen
z6_3_TB_0_12_SCOPE_DEVICE_NO_FENCE_RELAXED,SAT,SAT,seen,seen,seen
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_ALL_FENCE,SAT,SAT,seen,seen,seen
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_0,SAT,SAT,seen,seen,seen
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_01,SAT,SAT,seen,seen,seen
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_02,SAT,SAT,seen,seen,seen
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_1,SAT,SAT,seen,seen,seen
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_12,SAT,SAT,seen,seen,seen
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_2,SAT,SAT,seen,seen,seen
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_ALL_FENCE,SAT,SAT,not seen,not seen,not seen
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_0,SAT,SAT,seen,seen,not seen
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_01,SAT,SAT,not seen,not seen,not seen
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_02,SAT,SAT,seen,seen,not seen
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_1,SAT,SAT,seen,seen,seen
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_12,SAT,SAT,seen,seen,seen
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_2,SAT,SAT,seen,seen,seen
z6_3_TB_0_1_2_SCOPE_BLOCK_NO_FENCE_ACQ_REL,SAT,SAT,seen,seen,seen
z6_3_TB_0_1_2_SCOPE_BLOCK_NO_FENCE_RELAXED,SAT,SAT,seen,seen,seen
z6_3_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_ALL_FENCE,SAT,SAT,seen,seen,seen
z6_3_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_0,SAT,SAT,seen,seen,seen
z6_3_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_01,SAT,SAT,seen,seen,seen
z6_3_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_02,SAT,SAT,seen,seen,seen
z6_3_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_1,SAT,SAT,seen,seen,not seen
z6_3_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_12,SAT,SAT,seen,seen,not seen
z6_3_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_2,SAT,SAT,seen,seen,not seen
z6_3_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_ALL_FENCE,SAT,SAT,not seen,not seen,not seen
z6_3_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_0,SAT,SAT,not seen,not seen,not seen
z6_3_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_01,SAT,SAT,not seen,not seen,not seen
z6_3_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_02,SAT,SAT,not seen,not seen,not seen
z6_3_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_1,SAT,SAT,not seen,not seen,not seen
z6_3_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_12,SAT,SAT,not seen,not seen,not seen
z6_3_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_2,SAT,SAT,not seen,not seen,not seen
z6_3_TB_0_1_2_SCOPE_DEVICE_NO_FENCE_ACQ_REL,SAT,SAT,not seen,not seen,not seen
z6_3_TB_0_1_2_SCOPE_DEVICE_NO_FENCE_RELAXED,SAT,SAT,seen,seen,seen
z6_3_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_ALL_FENCE,SAT,SAT,seen,seen,seen
z6_3_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_0,SAT,SAT,seen,seen,seen
z6_3_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_01,SAT,SAT,seen,seen,seen
z6_3_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_02,SAT,SAT,seen,seen,seen
z6_3_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_1,SAT,SAT,seen,seen,seen
z6_3_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_12,SAT,SAT,seen,seen,seen
z6_3_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_2,SAT,SAT,seen,seen,seen
z6_3_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_ALL_FENCE,SAT,SAT,not seen,not seen,not seen
z6_3_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_0,SAT,SAT,not seen,seen,not seen
z6_3_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_01,SAT,SAT,not seen,not seen,not seen
z6_3_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_02,SAT,SAT,not seen,seen,not seen
z6_3_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_1,SAT,SAT,not seen,not seen,not seen
z6_3_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_12,SAT,SAT,not seen,not seen,not seen
z6_3_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_2,SAT,SAT,seen,seen,seen
z6_3_TB_1_02_SCOPE_BLOCK_NO_FENCE_ACQ_REL,SAT,SAT,seen,seen,seen
z6_3_TB_1_02_SCOPE_BLOCK_NO_FENCE_RELAXED,SAT,SAT,seen,seen,seen
z6_3_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_ALL_FENCE,SAT,SAT,seen,seen,seen
z6_3_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_0,SAT,SAT,not seen,not seen,not seen
z6_3_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_01,SAT,SAT,seen,seen,seen
z6_3_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_02,SAT,SAT,seen,seen,not seen
z6_3_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_1,SAT,SAT,not seen,seen,not seen
z6_3_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_12,SAT,SAT,seen,seen,not seen
z6_3_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_2,SAT,SAT,not seen,not seen,not seen
z6_3_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_ALL_FENCE,SAT,SAT,not seen,not seen,not seen
z6_3_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_0,SAT,SAT,not seen,not seen,not seen
z6_3_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_01,SAT,SAT,not seen,not seen,not seen
z6_3_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_02,SAT,SAT,not seen,not seen,not seen
z6_3_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_1,SAT,SAT,not seen,not seen,not seen
z6_3_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_12,SAT,SAT,not seen,not seen,not seen
z6_3_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_2,SAT,SAT,not seen,not seen,not seen
z6_3_TB_1_02_SCOPE_DEVICE_NO_FENCE_ACQ_REL,SAT,SAT,not seen,not seen,not seen
z6_3_TB_1_02_SCOPE_DEVICE_NO_FENCE_RELAXED,SAT,SAT,seen,seen,seen
paper_example2_TB_0_1_2_3_SCOPE_DEVICE_FENCE_SC_SCOPE_DEVICE,SAT,SAT,not seen,not seen,not seen
paper_example3_TB_012_3_SCOPE_BLOCK_FENCE_SC_SCOPE_BLOCK,SAT,UNSAT,not seen,not seen,not seen
paper_example3_TB_02_13_SCOPE_BLOCK_FENCE_SC_SCOPE_BLOCK,SAT,SAT,not seen,not seen,not seen
