test,expected,result
rwc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_LOAD_SC.als,, SAT
rwc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_LOAD_SC.als,, SAT
rwc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_LOAD_SC.als,, SAT
rwc_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_STORE_SC.als,, SAT
rwc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_STORE_SC.als,, SAT
rwc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_STORE_SC.als,, SAT
rwc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_STORE_SC.als,, SAT
rwc_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE.als,, SAT
rwc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE.als,, SAT
rwc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE.als,, SAT
rwc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE.als,, SAT
rwc_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,, SAT
rwc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,, SAT
rwc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,, SAT
rwc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,, SAT
rwc_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_LOAD_SC.als,, SAT
rwc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_LOAD_SC.als,, SAT
rwc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_LOAD_SC.als,, SAT
rwc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_LOAD_SC.als,, SAT
rwc_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_STORE_SC.als,, SAT
rwc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_STORE_SC.als,, SAT
rwc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_STORE_SC.als,, SAT
rwc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_STORE_SC.als,, SAT
rwc_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE.als,, SAT
rwc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE.als,, SAT
rwc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE.als,, SAT
rwc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE.als,, SAT
rwc_TB_0_1_2_SCOPE_BLOCK_NO_FENCE_LOAD_SC.als,, SAT
rwc_TB_0_12_SCOPE_BLOCK_NO_FENCE_LOAD_SC.als,, SAT
rwc_TB_01_2_SCOPE_BLOCK_NO_FENCE_LOAD_SC.als,, SAT
rwc_TB_012_SCOPE_BLOCK_NO_FENCE_LOAD_SC.als,, SAT
rwc_TB_0_1_2_SCOPE_BLOCK_NO_FENCE_RELAXED.als,, SAT
rwc_TB_0_12_SCOPE_BLOCK_NO_FENCE_RELAXED.als,, SAT
rwc_TB_01_2_SCOPE_BLOCK_NO_FENCE_RELAXED.als,, SAT
rwc_TB_012_SCOPE_BLOCK_NO_FENCE_RELAXED.als,, SAT
rwc_TB_0_1_2_SCOPE_BLOCK_NO_FENCE_STORE_SC.als,, SAT
rwc_TB_0_12_SCOPE_BLOCK_NO_FENCE_STORE_SC.als,, SAT
rwc_TB_01_2_SCOPE_BLOCK_NO_FENCE_STORE_SC.als,, SAT
rwc_TB_012_SCOPE_BLOCK_NO_FENCE_STORE_SC.als,, SAT
rwc_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,, SAT
rwc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,, SAT
rwc_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,, SAT
rwc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,, SAT
rwc_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_LOAD_SC.als,, SAT
rwc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_LOAD_SC.als,, SAT
rwc_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_LOAD_SC.als,, SAT
rwc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_LOAD_SC.als,, SAT
rwc_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_STORE_SC.als,, SAT
rwc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_STORE_SC.als,, SAT
rwc_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_STORE_SC.als,, SAT
rwc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_STORE_SC.als,, SAT
rwc_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE.als,, SAT
rwc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE.als,, SAT
rwc_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE.als,, SAT
rwc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE.als,, SAT
rwc_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,, SAT
rwc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,, SAT
rwc_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,, SAT
rwc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,, SAT
rwc_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_LOAD_SC.als,, SAT
rwc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_LOAD_SC.als,, SAT
rwc_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_LOAD_SC.als,, SAT
rwc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_LOAD_SC.als,, SAT
rwc_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_STORE_SC.als,, SAT
rwc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_STORE_SC.als,, SAT
rwc_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_STORE_SC.als,, SAT
rwc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_STORE_SC.als,, SAT
rwc_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE.als,, SAT
rwc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE.als,, SAT
rwc_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE.als,, SAT
rwc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE.als,, SAT
rwc_TB_0_1_2_SCOPE_DEVICE_NO_FENCE_LOAD_SC.als,, SAT
rwc_TB_0_12_SCOPE_DEVICE_NO_FENCE_LOAD_SC.als,, SAT
rwc_TB_01_2_SCOPE_DEVICE_NO_FENCE_LOAD_SC.als,, SAT
rwc_TB_012_SCOPE_DEVICE_NO_FENCE_LOAD_SC.als,, SAT
rwc_TB_0_1_2_SCOPE_DEVICE_NO_FENCE_RELAXED.als,, SAT
rwc_TB_0_12_SCOPE_DEVICE_NO_FENCE_RELAXED.als,, SAT
rwc_TB_01_2_SCOPE_DEVICE_NO_FENCE_RELAXED.als,, SAT
rwc_TB_012_SCOPE_DEVICE_NO_FENCE_RELAXED.als,, SAT
rwc_TB_0_1_2_SCOPE_DEVICE_NO_FENCE_STORE_SC.als,, SAT
rwc_TB_0_12_SCOPE_DEVICE_NO_FENCE_STORE_SC.als,, SAT
rwc_TB_01_2_SCOPE_DEVICE_NO_FENCE_STORE_SC.als,, SAT
rwc_TB_012_SCOPE_DEVICE_NO_FENCE_STORE_SC.als,, SAT
rwc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,, SAT
rwc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_LOAD_SC.als,, SAT
rwc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_STORE_SC.als,, SAT
rwc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE.als,, SAT
rwc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,, SAT
rwc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_LOAD_SC.als,, SAT
rwc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_STORE_SC.als,, SAT
rwc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE.als,, SAT
rwc_TB_1_02_SCOPE_BLOCK_NO_FENCE_LOAD_SC.als,, SAT
rwc_TB_1_02_SCOPE_BLOCK_NO_FENCE_RELAXED.als,, SAT
rwc_TB_1_02_SCOPE_BLOCK_NO_FENCE_STORE_SC.als,, SAT
rwc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,, SAT
rwc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_LOAD_SC.als,, SAT
rwc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_STORE_SC.als,, SAT
rwc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE.als,, SAT
rwc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,, SAT
rwc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_LOAD_SC.als,, SAT
rwc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_STORE_SC.als,, SAT
rwc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE.als,, SAT
rwc_TB_1_02_SCOPE_DEVICE_NO_FENCE_LOAD_SC.als,, SAT
rwc_TB_1_02_SCOPE_DEVICE_NO_FENCE_RELAXED.als,, SAT
rwc_TB_1_02_SCOPE_DEVICE_NO_FENCE_STORE_SC.als,, SAT
three_2w_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_ALL_FENCE.als,, SAT
three_2w_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_ALL_FENCE.als,, SAT
three_2w_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_ALL_FENCE.als,, SAT
three_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_ALL_FENCE.als,, SAT
three_2w_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_01.als,, SAT
three_2w_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_01.als,, SAT
three_2w_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_01.als,, SAT
three_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_01.als,, SAT
three_2w_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_02.als,, SAT
three_2w_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_02.als,, SAT
three_2w_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_02.als,, SAT
three_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_02.als,, SAT
three_2w_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_0.als,, SAT
three_2w_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_0.als,, SAT
three_2w_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_0.als,, SAT
three_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_0.als,, SAT
three_2w_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_12.als,, SAT
three_2w_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_12.als,, SAT
three_2w_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_12.als,, SAT
three_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_12.als,, SAT
three_2w_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_1.als,, SAT
three_2w_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_1.als,, SAT
three_2w_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_1.als,, SAT
three_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_1.als,, SAT
three_2w_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_2.als,, SAT
three_2w_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_2.als,, SAT
three_2w_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_2.als,, SAT
three_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_2.als,, SAT
three_2w_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_ALL_FENCE.als,, SAT
three_2w_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_ALL_FENCE.als,, SAT
three_2w_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_ALL_FENCE.als,, SAT
three_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_ALL_FENCE.als,, SAT
three_2w_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_01.als,, SAT
three_2w_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_01.als,, SAT
three_2w_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_01.als,, SAT
three_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_01.als,, SAT
three_2w_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_02.als,, SAT
three_2w_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_02.als,, SAT
three_2w_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_02.als,, SAT
three_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_02.als,, SAT
three_2w_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_0.als,, SAT
three_2w_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_0.als,, SAT
three_2w_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_0.als,, SAT
three_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_0.als,, SAT
three_2w_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_12.als,, SAT
three_2w_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_12.als,, SAT
three_2w_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_12.als,, SAT
three_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_12.als,, SAT
three_2w_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_1.als,, SAT
three_2w_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_1.als,, SAT
three_2w_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_1.als,, SAT
three_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_1.als,, SAT
three_2w_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_2.als,, SAT
three_2w_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_2.als,, SAT
three_2w_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_2.als,, SAT
three_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_2.als,, SAT
three_2w_TB_0_1_2_SCOPE_BLOCK_NO_FENCE_RELAXED.als,, SAT
three_2w_TB_0_12_SCOPE_BLOCK_NO_FENCE_RELAXED.als,, SAT
three_2w_TB_01_2_SCOPE_BLOCK_NO_FENCE_RELAXED.als,, SAT
three_2w_TB_012_SCOPE_BLOCK_NO_FENCE_RELAXED.als,, SAT
three_2w_TB_0_1_2_SCOPE_BLOCK_NO_FENCE_RELEASE.als,, SAT
three_2w_TB_0_12_SCOPE_BLOCK_NO_FENCE_RELEASE.als,, SAT
three_2w_TB_01_2_SCOPE_BLOCK_NO_FENCE_RELEASE.als,, SAT
three_2w_TB_012_SCOPE_BLOCK_NO_FENCE_RELEASE.als,, SAT
three_2w_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_ALL_FENCE.als,, SAT
three_2w_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_ALL_FENCE.als,, SAT
three_2w_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_ALL_FENCE.als,, SAT
three_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_ALL_FENCE.als,, SAT
three_2w_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_01.als,, SAT
three_2w_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_01.als,, SAT
three_2w_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_01.als,, SAT
three_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_01.als,, SAT
three_2w_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_02.als,, SAT
three_2w_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_02.als,, SAT
three_2w_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_02.als,, SAT
three_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_02.als,, SAT
three_2w_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_0.als,, SAT
three_2w_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_0.als,, SAT
three_2w_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_0.als,, SAT
three_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_0.als,, SAT
three_2w_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_12.als,, SAT
three_2w_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_12.als,, SAT
three_2w_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_12.als,, SAT
three_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_12.als,, SAT
three_2w_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_1.als,, SAT
three_2w_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_1.als,, SAT
three_2w_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_1.als,, SAT
three_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_1.als,, SAT
three_2w_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_2.als,, SAT
three_2w_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_2.als,, SAT
three_2w_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_2.als,, SAT
three_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_2.als,, SAT
three_2w_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_ALL_FENCE.als,, SAT
three_2w_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_ALL_FENCE.als,, SAT
three_2w_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_ALL_FENCE.als,, SAT
three_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_ALL_FENCE.als,, SAT
three_2w_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_01.als,, SAT
three_2w_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_01.als,, SAT
three_2w_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_01.als,, SAT
three_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_01.als,, SAT
three_2w_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_02.als,, SAT
three_2w_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_02.als,, SAT
three_2w_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_02.als,, SAT
three_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_02.als,, SAT
three_2w_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_0.als,, SAT
three_2w_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_0.als,, SAT
three_2w_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_0.als,, SAT
three_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_0.als,, SAT
three_2w_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_12.als,, SAT
three_2w_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_12.als,, SAT
three_2w_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_12.als,, SAT
three_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_12.als,, SAT
three_2w_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_1.als,, SAT
three_2w_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_1.als,, SAT
three_2w_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_1.als,, SAT
three_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_1.als,, SAT
three_2w_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_2.als,, SAT
three_2w_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_2.als,, SAT
three_2w_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_2.als,, SAT
three_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_FENCE_2.als,, SAT
three_2w_TB_0_1_2_SCOPE_DEVICE_NO_FENCE_RELAXED.als,, SAT
three_2w_TB_0_12_SCOPE_DEVICE_NO_FENCE_RELAXED.als,, SAT
three_2w_TB_01_2_SCOPE_DEVICE_NO_FENCE_RELAXED.als,, SAT
three_2w_TB_012_SCOPE_DEVICE_NO_FENCE_RELAXED.als,, SAT
three_2w_TB_0_1_2_SCOPE_DEVICE_NO_FENCE_RELEASE.als,, SAT
three_2w_TB_0_12_SCOPE_DEVICE_NO_FENCE_RELEASE.als,, SAT
three_2w_TB_01_2_SCOPE_DEVICE_NO_FENCE_RELEASE.als,, SAT
three_2w_TB_012_SCOPE_DEVICE_NO_FENCE_RELEASE.als,, SAT
three_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_ALL_FENCE.als,, SAT
three_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_01.als,, SAT
three_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_02.als,, SAT
three_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_0.als,, SAT
three_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_12.als,, SAT
three_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_1.als,, SAT
three_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_2.als,, SAT
three_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_ALL_FENCE.als,, SAT
three_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_01.als,, SAT
three_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_02.als,, SAT
three_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_0.als,, SAT
three_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_12.als,, SAT
three_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_1.als,, SAT
three_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_FENCE_2.als,, SAT
three_2w_TB_1_02_SCOPE_BLOCK_NO_FENCE_RELAXED.als,, SAT
three_2w_TB_1_02_SCOPE_BLOCK_NO_FENCE_RELEASE.als,, SAT
three_2w_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_ALL_FENCE.als,, SAT
three_2w_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_01.als,, SAT
three_2w_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_FENCE_02.als,, SAT
